DATA_DATE,FINANCIAL_TYPE,SYMBOL,SECURITY_NAME,INST_ID,PRICE,QUANTITY,REALISED_PL,MARKET_VALUE,SOURCE
2023-07-31,Government Bond,BE0000331406,BELGIUM KINGDOM 3.75% 6/22/2045 REGS,BDT2DG4,163.82,11088.965184079052,271.8280394880786,1816594.2764558303,applebead
2023-07-31,Government Bond,US912828ZZ63,TSY INFL IX N/B 0.125% 07/15/2030 ,BLCGQJ3,120.64,21749.7564664958,-235.12963850321046,2623890.6201180536,applebead
2023-07-31,Government Bond,FR0014001N38,FRANCE (GOVT OF) 0.1% 07/25/2031 0.0% 144A,BN4Q1D4,122.6,2623.989485494406,8.670080313955769,321701.11092161416,applebead
2023-07-31,Government Bond,US912810RW09,TSY INFL IX N/B 0.875% 02/15/2047,BF0SHC9,154.72,6605.025830353485,2.4252273439540883,1021929.5964722912,applebead
2023-07-31,Government Bond,US91282CDC29,TSY INFL IX N/B 0.125% 10/15/2026 ,BMHXXY0,110.11,12710.826440401785,-165.1382270995582,1399589.0993526406,applebead
2023-07-31,Government Bond,JP1300521G93,JAPAN (30 YEAR ISSUE) 0.5 % 09/20/2046 ,BD8CPW5,98.04,6073038.98469121,1940.3634192124523,595400742.0591263,applebead
2023-07-31,Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,B03KSM4,179.34,3940.077127894231,28.809507451418085,706613.4321165514,applebead
2023-07-31,Government Bond,AU3TB0000135,AUSTRALIAN GOVERNMENT 4.8% 04/21/2027 REGS,B75M0X2,117.35,33498.48541121821,1034.562327560104,3931047.2630064567,applebead
2023-07-31,Government Bond,ES00000127C8,SPAIN I/L BOND 1 % 11/30/2030 144A ,BWH62M0,132.31,4730.602853403639,-15.40328136444459,625906.0635338355,applebead
2023-07-31,Government Bond,AU0000XCLWP8,AUSTRALIAN GOVERNMENT 3% 09/20/2025 REGS,B4RNSX8,149.46,4924.82469502823,7.452261678758997,736064.2989189193,applebead
2023-07-31,Government Bond,ES00000127G9,BONOS Y OBLIG DEL ESTADO 2.2% 10/31/2025 144A,BYYTKZ5,109.31,27336.506393714215,176.41841463379097,2988153.5138969007,applebead
2023-07-31,Government Bond,JP1103451GC0,JAPAN (10 YEAR ISSUE) 0.1 % 12/20/2026 ,BYYNK79,100.81,5329207.911074253,55857.585138775765,537237449.5153954,applebead
2023-07-31,CASH,USDCURR,CASH,,,,,170242766.2883585,applebead
