DATA_DATE,FINANCIAL_TYPE,SYMBOL,SECURITY_NAME,INST_ID,PRICE,QUANTITY,REALISED_PL,MARKET_VALUE,SOURCE
2023-04-30,Government Bond,ES00000128C6,BONOS Y OBLIG DEL ESTADO 2.9% 10/31/2046 144A,BYZ0LZ4,135.01,12442.464511977141,39.16514253163935,1679857.1337620337,belaware
2023-04-30,Government Bond,US91282CCM10,TSY INFL IX N/B 0.125% 07/15/2031 ,BNW0365,116.08,13187.697694867602,-538.116490026678,1530827.9484202312,belaware
2023-04-30,Government Bond,GB00B6460505,UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,152.57,11801.622610669343,-549.1367255576678,1800573.5617098217,belaware
2023-04-30,Government Bond,US912810FH69,TSY INFL IX N/B 3.875% 04/15/2029,2407096,234.74,6559.351168278724,-218.68855905387818,1539742.0932417477,belaware
2023-04-30,Government Bond,US912810RL44,TSY INFL IX N/B 0.75% 02/15/2045,BVXLS02,151.25,7643.78656905298,-108.84515668560863,1156122.7185692631,belaware
2023-04-30,Government Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,BN65R31,146.73,8979.209905634414,-79.72793172924241,1317519.4694537374,belaware
2023-04-30,Government Bond,ES00000127C8,SPAIN I/L BOND 1 % 11/30/2030 144A ,BWH62M0,132.44,3937.4797329997914,-7.0284247514858444,521479.81583849236,belaware
2023-04-30,Government Bond,IT0005274805,BUONI POLIENNALI DEL TES 2.1% 08/01/2027 REGS,BD1MF44,108.33,34832.79401579941,436.51222880560465,3773436.57573155,belaware
2023-04-30,Government Bond,SE0000556599,SWEDEN I/L BOND 3.5 % 12/01/2028 144A ,5681217,192.88,9149.359154680995,-185.9959409621191,1764728.3937548702,belaware
2023-04-30,Government Bond,US912810FD55,TSY INFL IX N/B 3.625% 04/15/2028,2235037,227.7,6204.838593253185,-122.81245857279404,1412841.74768375,belaware
2023-04-30,Government Bond,FR0012558310,FRANCE (GOVT OF) 0.1% 03/01/2025 0.0% REGS,BW4Q278,114.1,4419.29437083558,50.807937987506676,504241.4877123396,belaware
2023-04-30,Government Bond,IT0005024234,BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,BMNDJV3,120.69,19860.20683730737,725.4035032656068,2396928.3631946268,belaware
2023-04-30,Government Bond,GB00BYVP4K94,UNITED KINGDOM I/L GILT 0.125% 11/22/2056 REGS,BYVP4K9,263.05,2245.617849203431,-51.5897180857096,590709.7752329626,belaware
2023-04-30,Government Bond,IT0003256820,BUONI POLIENNALI DEL TES 5.8% 02/01/2033 REGS,7335318,147.17,26865.964722057757,-642.8212961270198,3953864.0281452397,belaware
2023-04-30,Government Bond,US912810RA88,TSY INFL IX N/B 0.625% 02/15/2043,B9JHJX0,149.62,6331.899054213999,46.538339338391154,947378.7364914985,belaware
2023-04-30,Government Bond,FR0011461037,FRANCE (GOVT OF) 3.25 % 05/25/2045 REGS ,B9MBCD0,154.33,7260.6421931290615,-84.2753111702816,1120534.909665608,belaware
2023-04-30,Government Bond,FR0013238268,FRANCE (GOVT OF) 0.1% 03/01/2028 REGS,BDCKIW3,119.96,4851.211835129929,76.8858181430736,581951.3717421863,belaware
2023-04-30,Government Bond,GB00B85SFQ54,UNITED KINGDOM I/L GILT 0.125% 03/22/2024 REGS,B85SFQ5,140.79,4273.806568336441,-205.99475550724787,601709.2267560875,belaware
2023-04-30,Government Bond,GB00BYY5F144,UNITED KINGDOM I/L GILT 0.125% 03/22/2026 REGS,BYY5F14,139.98,4088.4299090313793,-85.55265805618801,572298.4186662125,belaware
2023-04-30,CASH,USDCURR,CASH,,,,,3923286.259700285,belaware
