DATA_DATE,FINANCIAL_TYPE,SYMBOL,SECURITY_NAME,INST_ID,PRICE,QUANTITY,REALISED_PL,MARKET_VALUE,SOURCE
2023-05-31,Equities,REGN,Regeneron,,735.56,3225.731471174414,-5056.954663973935,2372719.0409370516,rpt_catalysm
2023-05-31,Equities,ETSY,Etsy,,81.05,235.479526384681,979.9922732535844,19085.615613478396,rpt_catalysm
2023-05-31,Equities,WMT,Walmart,,146.35,5066.666102197499,363.9020193105691,741506.584056604,rpt_catalysm
2023-05-31,Equities,DAL,Delta Air Lines,,36.25,5261.836784776513,-505.3738522344835,190741.5834481486,rpt_catalysm
2023-05-31,Equities,MNST,Monster Beverage,,58.62,6735.6005796489,-138.9549095959122,394840.9059790185,rpt_catalysm
2023-05-31,Equities,PWR,Quanta Services,,177.51,613.2805811550303,888.7299264662812,108863.43596082942,rpt_catalysm
2023-05-31,Equities,ETR,Entergy,,98.2,9241.053511212627,1236.021367673162,907471.45480108,rpt_catalysm
2023-05-31,Equities,KR,Kroger,,45.06,3834.578145149713,2142.597196197563,172786.09122044608,rpt_catalysm
2023-05-31,Equities,IEX,IDEX Corporation,,197.96,5745.989254912654,6732.161101688608,1137476.0329025092,rpt_catalysm
2023-05-31,Equities,ZTS,Zoetis,,162.65,2498.268754793608,-3511.3696135541018,406343.41296718037,rpt_catalysm
2023-05-31,Equities,BG,Bunge Limited,,92.09,8942.773974551,325.65095478078047,823540.0553164016,rpt_catalysm
2023-05-31,Equities,SRE,Sempra Energy,,70.59,5345.631394778655,-1111.5552589850001,377348.12015742523,rpt_catalysm
2023-05-31,Equities,ACGL,Arch Capital Group,,69.7,7873.188223348665,9649.515805387753,548761.219167402,rpt_catalysm
2023-05-31,Equities,TGT,Target Corporation,,129.82,2665.332863658915,12382.856469044465,346013.5123602003,rpt_catalysm
2023-05-31,Equities,ADSK,Autodesk,,199.39,6592.061449809731,5174.025074561221,1314391.1324775622,rpt_catalysm
2023-05-31,Equities,EPAM,EPAM Systems,,256.62,2140.9437524987156,-633.4300801409324,549408.9857662204,rpt_catalysm
2023-05-31,Government Bond,NL0012818504,NETHERLANDS GOVERNMENT 0.75 % 07/15/2028 144A ,BFM0LR6,107.11,3767.6030604057387,24.474146832966444,403547.96380005864,rpt_catalysm
2023-05-31,Government Bond,ES0000012852,SPAIN I/L BOND 0.65 % 11/30/2027 144A ,BF0YM66,124.84,3202.9563243113225,-95.82833778053752,399857.06752702553,rpt_catalysm
2023-05-31,Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,BZ56VY8,124.5,11962.34461710042,-17.001358318817537,1489311.9048290022,rpt_catalysm
2023-05-31,Government Bond,CA135087G997,CANADIAN GOVERNMENT RRB 0.5% 12/01/2050,BG7PCR0,131.81,2255.0691326452097,-16.52712310843996,297240.6623739651,rpt_catalysm
2023-05-31,Government Bond,GB00B6460505,UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,152.59,11574.56085412444,13.737660237269294,1766162.2407308484,rpt_catalysm
2023-05-31,Government Bond,GB00BYY5F144,UNITED KINGDOM I/L GILT 0.125% 03/22/2026 REGS,BYY5F14,139.99,4807.929903319065,5.246414650728823,673062.1071656359,rpt_catalysm
2023-05-31,Government Bond,ES00000128C6,BONOS Y OBLIG DEL ESTADO 2.9% 10/31/2046 144A,BYZ0LZ4,135.23,16969.90130100051,359.83919758308775,2294839.752934299,rpt_catalysm
2023-05-31,Government Bond,ES00000121S7,BONOS Y OBLIG DEL ESTADO 4.7% 07/30/2041 144A,B4KCFS6,164.41,2570.1368801680474,-37.60139110470036,422556.2044684287,rpt_catalysm
2023-05-31,Government Bond,GB00BD9MZZ71,UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,BD9MZZ7,326.05,3585.0823547119653,-10.34665958855763,1168916.1017538363,rpt_catalysm
2023-05-31,Government Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A ,BYN4DC9,105.6,17167.311889452256,-132.6148476101277,1812868.1355261581,rpt_catalysm
2023-05-31,Government Bond,DE0001030575,DEUTSCHLAND I/L BOND 0.1 % 4/15/2046 REGS,BZ0D4B2,181.73,4447.465841960341,210.16041684675133,808237.9674594527,rpt_catalysm
2023-05-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.83,81688.39809850712,-85.0835593614942,8563394.7726665,rpt_catalysm
2023-05-31,Government Bond,GB00BNNGP551,UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,BNNGP55,143.22,2432.0952901885307,-21.789554396578893,348324.6874608014,rpt_catalysm
2023-05-31,Government Bond,GB00BZ13DV40,UNITED KINGDOM I/L GILT 0.125% 08/10/2048 REGS,BZ13DV4,217.7,3432.4729999174438,14.978810142098993,747249.3720820275,rpt_catalysm
2023-05-31,Government Bond,US9128287D64,TSY INFL IX N/B 0.25% 07/15/2029 ,BK53BD3,121.42,11567.009645760889,9.449404064177822,1404466.311188287,rpt_catalysm
2023-05-31,Government Bond,US912810FS25,TSY INFL IX N/B 2% 01/15/2026,BZ56W67,161.68,6399.9878215345125,-0.0,1034750.0309857,rpt_catalysm
2023-05-31,Government Bond,GB00B128DH60,UNITED KINGDOM I/L GILT 1.25% 11/22/2027 REGS,B128DH6,207.72,5060.147193518663,9.275218888323785,1051093.7750376966,rpt_catalysm
2023-05-31,Government Bond,US912810SB52,TSY INFL IX N/B 1% 02/15/2048,BFZBGW6,157.39,6530.186118036544,13.555908806811885,1027785.9931177716,rpt_catalysm
2023-05-31,Government Bond,ES0000012932,BONOS Y OBLIG DEL ESTADO 4.2% 01/31/2037 144A,B05L4R2,147.52,10492.371957523568,-307.429557356021,1547834.711173877,rpt_catalysm
2023-05-31,Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,B03KSM4,179.74,5342.226385647373,-9.545371743266513,960211.7705562589,rpt_catalysm
2023-05-31,Government Bond,GB0031790826,UNITED KINGDOM I/L GILT 2% 01/26/2035 REGS,3179082,309.03,2593.210363032187,27.008296278962185,801379.7984878367,rpt_catalysm
2023-05-31,Government Bond,GB00BDX8CX86,UNITED KINGDOM I/L GILT 0.125% 03/22/2068 REGS,BDX8CX8,366.31,3684.838819472552,-0.6687547766745179,1349793.3079609906,rpt_catalysm
2023-05-31,Government Bond,SE0013748258,SWEDEN I/L BOND 0.125 % 06/01/2030 144A ,BLP563,124.43,2786.824810081589,5.476106473602366,346764.61111845216,rpt_catalysm
2023-05-31,CASH,USDCURR,CASH,,,,,3949708.6970942114,rpt_catalysm
